SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,BEN ALEXANDER ELEMENTARY,LOVINGTON,01,,NM-031,3501740,NM-031-123,350174000449,3500449,1400 SOUTH SIXTH,,,LOVINGTON,NM,88260,,1400 SOUTH SIXTH,,,LOVINGTON,NM,88260,,(575)739-2580,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,02,02,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TAYLOR MIDDLE,LOVINGTON,01,,NM-031,3501740,NM-031-082,350174000450,3500450,700 SOUTH 11TH ST,,,LOVINGTON,NM,88260,,700 SOUTH 11TH ST,,,LOVINGTON,NM,88260,,(575)739-2435,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,YARBRO ELEMENTARY,LOVINGTON,01,,NM-031,3501740,NM-031-181,350174000451,3500451,700 W. JEFFERSON AVE,,,LOVINGTON,NM,88260,,700 WEST JEFFERSON AVE,,,LOVINGTON,NM,88260,,(575)739-2490,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,NEW HOPE ALTERNATIVE HIGH,LOVINGTON,01,,NM-031,3501740,NM-031-004,350174000796,3500796,601 NORTH 5TH ST,,,LOVINGTON,NM,88260,,601 NORTH 5TH ST,,,LOVINGTON,NM,88260,,(575)739-2415,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LOVINGTON FRESHMAN ACADEMY,LOVINGTON,01,,NM-031,3501740,NM-031-083,350174001044,3501044,701 WEST AVE K,,,LOVINGTON,NM,88260,,701 WEST AVE K,,,LOVINGTON,NM,88260,,(575)739-2260,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,09,09,Secondary,As reported
2023-2024,35,NEW MEXICO,NM,MAGDALENA HIGH,MAGDALENA,01,,NM-075,3501770,NM-075-095,350177000452,3500452,201 DUGGINS DR,,,MAGDALENA,NM,87825,,201 DUGGINS DR,,,MAGDALENA,NM,87825,,(575)854-2241,http://www.magdalena.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MAGDALENA ELEMENTARY,MAGDALENA,01,,NM-075,3501770,NM-075-133,350177000453,3500453,201 DUGGINS DR,,,MAGDALENA,NM,87825,,201 DUGGINS DR,,,MAGDALENA,NM,87825,,(575)854-2241,http://www.magdalena.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MAGDALENA MIDDLE,MAGDALENA,01,,NM-075,3501770,NM-075-100,350177000694,3500694,201 DUGGINS DR,,,MAGDALENA,NM,87825,,201 DUGGINS DR,,,MAGDALENA,NM,87825,,(575)854-2241,http://www.magdalena.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MAXWELL MIDDLE,MAXWELL,01,,NM-011,3501800,NM-011-108,350180000458,3500458,PO BOX 275,,,MAXWELL,NM,87728,,4TH ST AND PARQUE,,,MAXWELL,NM,87728,,(575)375-2371,http://www.maxwellp12.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MAXWELL ELEMENTARY,MAXWELL,01,,NM-011,3501800,NM-011-100,350180000460,3500460,PO BOX 275,,,MAXWELL,NM,87728,,4TH ST AND PARQUE,,,MAXWELL,NM,87728,,(575)375-2371,http://www.maxwellp12.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MAXWELL HIGH,MAXWELL,01,,NM-011,3501800,NM-011-105,350180000461,3500461,PO BOX 275,,,MAXWELL,NM,87728,,4TH ST AND PARQUE,,,MAXWELL,NM,87728,,(575)375-2371,http://www.maxwellp12.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MELROSE ELEMENTARY,MELROSE,01,,NM-014,3501830,NM-014-094,350183000465,3500465,100 E MISSOURI,,,MELROSE,NM,88124,,100 MISSOURI AVE,,,MELROSE,NM,88124,,(575)253-4269,http://www.melroseschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MELROSE HIGH,MELROSE,01,,NM-014,3501830,NM-014-095,350183000466,3500466,100 MISSOURI AVE,,,MELROSE,NM,88124,,100 MISSOURI AVE,,,MELROSE,NM,88124,,(575)253-4267,http://www.melroseschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MELROSE JUNIOR,MELROSE,01,,NM-014,3501830,NM-014-093,350183000898,3500898,100 MISSOURI AVE,,,MELROSE,NM,88124,,100 MISSOURI AVE,,,MELROSE,NM,88124,,(575)253-4269,http://www.melroseschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,HOLMAN ELEMENTARY,MORA,01,,NM-044,3501860,NM-044-059,350186000636,3500636,PO BOX 140,,,MORA,NM,87732,,#10 RANGER DRIVE,,,MORA,NM,87732,,(575)387-3132,http://www.mora.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MORA ELEMENTARY,MORA,01,,NM-044,3501860,NM-044-104,350186000637,3500637,PO BOX 140,,,MORA,NM,87732,,HWY 518 AND RANGER DR,,,MORA,NM,87732,,(575)387-3132,http://www.mora.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MORA HIGH,MORA,01,,NM-044,3501860,NM-044-105,350186000638,3500638,PO BOX 180,,,MORA,NM,87732,,#10 RANGER DRIVE,,,MORA,NM,87732,,(575)387-3100,http://www.mora.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LAZARO LARRY GARCIA MIDDLE,MORA,01,,NM-044,3501860,NM-044-001,350186000784,3500784,PO BOX 687,,,MORA,NM,87732,,HWY 518,,,MORA,NM,87732,,(575)387-3127,http://www.mora.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MORIARTY ELEMENTARY,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-100,350189000467,3500467,2015 SCHOOL LOOP,,,MORIARTY,NM,87035,,2015 SCHOOL LOOP,,,MORIARTY,NM,87035,,(505)835-5835,http://mes.mesd.us/o/mes,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MORIARTY HIGH,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-101,350189000468,3500468,200 CENTER ST,,,MORIARTY,NM,87035,,200 CENTER ST,,,MORIARTY,NM,87035,,(505)835-5835,http://mhs.mesd.us/o/mhs,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MORIARTY MIDDLE,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-102,350189000469,3500469,200 CENTER ST,,,MORIARTY,NM,87035,,200 CENTER ST,,,MORIARTY,NM,87035,,(505)835-5835,http://mms.mesd.us/o/mms,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,SOUTH MOUNTAIN ELEMENTARY,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-120,350189000749,3500749,577 STATE RD 344,,,MORIARTY,NM,87015,,577 STATE RD 344,,,MORIARTY,NM,87015,,(505)835-5835,http://sme.mesd.us/o/sme,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ROUTE 66 ELEMENTARY,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-001,350189000760,3500760,805 BARTON RD,,,MORIARTY,NM,87035,,805 BARTON RD,,,MORIARTY,NM,87035,,(505)835-5835,http://rt66.mesd.us/o/rt66,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EDGEWOOD MIDDLE,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-003,350189000818,3500818,17 VENUS RD WEST,,,MORIARTY,NM,87035,,17 VENUS RD WEST,,,MORIARTY,NM,87035,,(505)835-5835,http://ems.mesd.us/o/ems,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MESD EARLY CHILDHOOD CENTER,MORIARTY-EDGEWOOD,01,,NM-081,3501890,NM-081-151,350189001145,3501145,PO BOX 2000,,,MORIARTY,NM,87035,,2422 E. HIGHWAY 333,,,MORIARTY,NM,87035,,(505)832-4471,http://ecc.mesd.us/o/ecc,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported
2023-2024,35,NEW MEXICO,NM,MOSQUERO ELEMENTARY,MOSQUERO,01,,NM-028,3501920,NM-028-100,350192000470,3500470,43 MCNEIL AVE,,,MOSQUERO,NM,87733,,43 MCNEIL AVE,,,MOSQUERO,NM,87733,,(575)673-2271,http://www.mosquero.net/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MOSQUERO HIGH,MOSQUERO,01,,NM-028,3501920,NM-028-101,350192000471,3500471,43 MCNEIL AVE,,,MOSQUERO,NM,87733,,43 MCNEIL AVE,,,MOSQUERO,NM,87733,,(575)673-2271,http://www.mosquero.net/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MOUNTAINAIR ELEMENTARY,MOUNTAINAIR,01,,NM-082,3501950,NM-082-105,350195000472,3500472,PO BOX 456,,,MOUNTAINAIR,NM,87036,,405 BROADWAY,,,MOUNTAINAIR,NM,87036,,(505)847-2333,http://www.mountainairpublicschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MOUNTAINAIR HIGH,MOUNTAINAIR,01,,NM-082,3501950,NM-082-107,350195000473,3500473,PO BOX 456,,,MOUNTAINAIR,NM,87036,,901 WEST 3RD ST,,,MOUNTAINAIR,NM,87036,,(505)847-2333,http://www.mountainairpublicschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MOUNTAINAIR JR HIGH,MOUNTAINAIR,01,,NM-082,3501950,NM-082-106,350195000915,3500915,PO BOX 456,,,MOUNTAINAIR,NM,87036,,901 WEST 3RD ST,,,MOUNTAINAIR,NM,87036,,(505)847-2333,http://www.mountainairpublicschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,EL RITO ELEMENTARY,MESA VISTA,01,,NM-078,3501980,NM-078-047,350198000474,3500474,10 ELEMENTARY RD,,,EL RITO,NM,87530,,10 ELEMENTARY RD,,,EL RITO,NM,87530,,(575)581-4273,http://mesavistacsd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,PK,03,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MESA VISTA HIGH,MESA VISTA,01,,NM-078,3501980,NM-078-119,350198000475,3500475,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,(575)583-2274,http://mesavistacsd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,OJO CALIENTE ELEMENTARY,MESA VISTA,01,,NM-078,3501980,NM-078-118,350198000476,3500476,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,(575)583-2316,http://mesavistacsd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MESA VISTA MIDDLE,MESA VISTA,01,,NM-078,3501980,NM-078-125,350198000705,3500705,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,HWY 285 JUNCTION 111,,,OJO CALIENTE,NM,87549,,(575)583-2274,http://mesavistacsd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,PECOS HIGH,PECOS,01,,NM-070,3502010,NM-070-124,350201000478,3500478,NORTH NM HWY 63,,,PECOS,NM,87552,,NORTH NM HWY 63,,,PECOS,NM,87552,,(505)757-4700,http://www.pecos.k12.nm.us/high-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,PECOS ELEMENTARY,PECOS,01,,NM-070,3502010,NM-070-173,350201000479,3500479,NORTH NM HWY 63,,,PECOS,NM,87552,,NORTH NM HWY 63,,,PECOS,NM,87552,,(505)757-4700,http://www.pecos.k12.nm.us/elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,PECOS MIDDLE,PECOS,01,,NM-070,3502010,NM-070-150,350201000706,3500706,NORTH NM HWY 63,,,PECOS,NM,87552,,NORTH NM HWY 63,,,PECOS,NM,87552,,(505)757-4700,http://www.pecos.k12.nm.us/middle-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,PENASCO ELEMENTARY,PENASCO,01,,NM-077,3502040,NM-077-121,350204000480,3500480,13 SCHOOL RD,,,PENASCO,NM,87553,,13 SCHOOL RD,,,PENASCO,NM,87553,,(575)587-2230,http://www.penascoisd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,PENASCO HIGH,PENASCO,01,,NM-077,3502040,NM-077-123,350204000481,3500481,13 SCHOOL RD,,,PENASCO,NM,87553,,13 SCHOOL RD,,,PENASCO,NM,87553,,(575)587-2230,http://www.penascoisd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,PENASCO MIDDLE,PENASCO,01,,NM-077,3502040,NM-077-128,350204000695,3500695,13 SCHOOL RD,,,PENASCO,NM,87553,,13 SCHOOL RD,,,PENASCO,NM,87553,,(575)587-2230,http://www.penascoisd.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,PABLO ROYBAL ELEMENTARY,POJOAQUE,01,,NM-072,3502070,NM-072-123,350207000482,3500482,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,1574 STATE RD 502,,,SANTA FE,NM,87506,,(505)455-2282,http://pvs.k12.nm.us/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,PK,03,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,POJOAQUE HIGH,POJOAQUE,01,,NM-072,3502070,NM-072-124,350207000483,3500483,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,(505)455-2282,http://pvs.k12.nm.us/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,POJOAQUE MIDDLE,POJOAQUE,01,,NM-072,3502070,NM-072-125,350207000484,3500484,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,(505)455-2282,http://pvs.k12.nm.us/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,POJOAQUE INTERMEDIATE,POJOAQUE,01,,NM-072,3502070,NM-072-128,350207000723,3500723,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,1574 STATE ROAD 502,,,SANTA FE,NM,87506,,(505)455-2282,http://pvs.k12.nm.us/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SIXTH GRADE ACADEMY,POJOAQUE,01,,NM-072,3502070,NM-072-132,350207001041,3501041,PO  BOX 3468,,,POJOAQUE,NM,87501,,1574 STATE RD 502,,,POJOAQUE,NM,87506,,(505)455-2282,http://pvs.k12.nm.us/sga/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,06,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,VALENCIA ELEMENTARY,PORTALES,01,,NM-057,3502100,NM-057-160,350210000417,3500417,1415 SOUTH GLOBE,,,PORTALES,NM,88130,,1415 SOUTH GLOBE,,,PORTALES,NM,88130,,(575)356-7090,http://www.portalesschools.com/valencia_elementary_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,03,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BROWN EARLY CHILDHOOD CENTER,PORTALES,01,,NM-057,3502100,NM-057-028,350210000485,3500485,520 WEST 5TH STREET,,,PORTALES,NM,88130,,520 WEST 5TH ST,,,PORTALES,NM,88130,,(575)356-7075,http://www.portalesschools.com/brown_early_childhood_center,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,JAMES ELEMENTARY,PORTALES,01,,NM-057,3502100,NM-057-032,350210000486,3500486,701 WEST 18TH ST,,,PORTALES,NM,88130,,701 WEST 18TH ST,,,PORTALES,NM,88130,,(575)359-3675,http://www.portalesschools.com/james_elementary_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,01,02,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,PORTALES HIGH,PORTALES,01,,NM-057,3502100,NM-057-124,350210000488,3500488,201 S KNOXVILLE AVE,,,PORTALES,NM,88130,,201 SOUTH KNOXVILLE AVE,,,PORTALES,NM,88130,,(575)356-7015,http://www.portalesschools.com/portales_high_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,PORTALES JR HIGH,PORTALES,01,,NM-057,3502100,NM-057-123,350210000489,3500489,700 EAST 3RD ST,,,PORTALES,NM,88130,,700 EAST 3RD ST,,,PORTALES,NM,88130,,(575)356-7045,http://www.portalesschools.com/portales_junior_high_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LINDSEY-STEINER ELEMENTARY,PORTALES,01,,NM-057,3502100,NM-057-155,350210001073,3501073,1000 NORTH AVENUE M,,,PORTALES,NM,88130,,1000 NORTH AVE M,,,PORTALES,NM,88130,,(575)356-7060,http://www.portalesschools.com/lindsey_steiner_elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,DATIL ELEMENTARY,QUEMADO,01,,NM-003,3502130,NM-003-045,350213000491,3500491,HWY 12,,,DATIL,NM,87821,,7395 HWY 12,,,DATIL,NM,87821,,(575)773-4700,http://www.quemadoschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,QUEMADO ELEMENTARY,QUEMADO,01,,NM-003,3502130,NM-003-129,350213000492,3500492,PO BOX 128,,,QUEMADO,NM,87829,,HWY 60,,,QUEMADO,NM,87829,,(575)773-4700,http://www.quemadoschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,QUEMADO HIGH,QUEMADO,01,,NM-003,3502130,NM-003-130,350213000493,3500493,PO BOX 128,,,QUEMADO,NM,87829,,HWY 60,,,QUEMADO,NM,87829,,(575)773-4700,http://www.quemadoschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ALTA VISTA INTERMEDIATE,QUESTA,01,,NM-079,3502160,NM-079-003,350216000495,3500495,PO BOX 829,,,QUESTA,NM,87556,,4 WILDCAT RD,,,QUESTA,NM,87556,,(575)586-0032,http://qisd-nm.schoolloop.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,QUESTA HIGH,QUESTA,01,,NM-079,3502160,NM-079-129,350216000496,3500496,PO BOX 529,,,QUESTA,NM,87556,,57 SAGEBRUSH LN,,,QUESTA,NM,87556,,(575)586-1604,http://qisd-nm.schoolloop.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
